season,round,circuit_id,lat,long,country,date,start_time,url
1996,5,imola,44.3439,11.7167,Italy,1996-05-05,,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix
1996,6,monaco,43.7347,7.42056,Monaco,1996-05-19,,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix
1996,7,catalunya,41.57,2.26111,Spain,1996-06-02,,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix
1996,8,villeneuve,45.5,-73.5228,Canada,1996-06-16,,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix
1996,9,magny_cours,46.8642,3.16361,France,1996-06-30,,http://en.wikipedia.org/wiki/1996_French_Grand_Prix
1996,10,silverstone,52.0786,-1.01694,UK,1996-07-14,,http://en.wikipedia.org/wiki/1996_British_Grand_Prix
1996,11,hockenheimring,49.3278,8.56583,Germany,1996-07-28,,http://en.wikipedia.org/wiki/1996_German_Grand_Prix
1996,12,hungaroring,47.5789,19.2486,Hungary,1996-08-11,,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix
1996,13,spa,50.4372,5.97139,Belgium,1996-08-25,,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix
1996,14,monza,45.6156,9.28111,Italy,1996-09-08,,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix
1996,15,estoril,38.7506,-9.39417,Portugal,1996-09-22,,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix
1996,16,suzuka,34.8431,136.541,Japan,1996-10-13,,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix
1997,1,albert_park,-37.8497,144.968,Australia,1997-03-09,,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix
1997,2,interlagos,-23.7036,-46.6997,Brazil,1997-03-30,,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix
1997,3,galvez,-34.6943,-58.4593,Argentina,1997-04-13,,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix
1997,4,imola,44.3439,11.7167,Italy,1997-04-27,,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix
1997,5,monaco,43.7347,7.42056,Monaco,1997-05-11,,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix
1997,6,catalunya,41.57,2.26111,Spain,1997-05-25,,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix
1997,7,villeneuve,45.5,-73.5228,Canada,1997-06-15,,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix
1997,8,magny_cours,46.8642,3.16361,France,1997-06-29,,http://en.wikipedia.org/wiki/1997_French_Grand_Prix
1997,9,silverstone,52.0786,-1.01694,UK,1997-07-13,,http://en.wikipedia.org/wiki/1997_British_Grand_Prix
1997,10,hockenheimring,49.3278,8.56583,Germany,1997-07-27,,http://en.wikipedia.org/wiki/1997_German_Grand_Prix
1997,11,hungaroring,47.5789,19.2486,Hungary,1997-08-10,,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix
1997,12,spa,50.4372,5.97139,Belgium,1997-08-24,,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix
1997,13,monza,45.6156,9.28111,Italy,1997-09-07,,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix
1997,14,red_bull_ring,47.2197,14.7647,Austria,1997-09-21,,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix
1997,15,nurburgring,50.3356,6.9475,Germany,1997-09-28,,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix
1997,16,suzuka,34.8431,136.541,Japan,1997-10-12,,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix
1997,17,jerez,36.7083,-6.03417,Spain,1997-10-26,,http://en.wikipedia.org/wiki/1997_European_Grand_Prix
1998,1,albert_park,-37.8497,144.968,Australia,1998-03-08,,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix
1998,2,interlagos,-23.7036,-46.6997,Brazil,1998-03-29,,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix
1998,3,galvez,-34.6943,-58.4593,Argentina,1998-04-12,,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix
1998,4,imola,44.3439,11.7167,Italy,1998-04-26,,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix
1998,5,catalunya,41.57,2.26111,Spain,1998-05-10,,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix
1998,6,monaco,43.7347,7.42056,Monaco,1998-05-24,,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix
1998,7,villeneuve,45.5,-73.5228,Canada,1998-06-07,,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix
1998,8,magny_cours,46.8642,3.16361,France,1998-06-28,,http://en.wikipedia.org/wiki/1998_French_Grand_Prix
1998,9,silverstone,52.0786,-1.01694,UK,1998-07-12,,http://en.wikipedia.org/wiki/1998_British_Grand_Prix
1998,10,red_bull_ring,47.2197,14.7647,Austria,1998-07-26,,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix
1998,11,hockenheimring,49.3278,8.56583,Germany,1998-08-02,,http://en.wikipedia.org/wiki/1998_German_Grand_Prix
1998,12,hungaroring,47.5789,19.2486,Hungary,1998-08-16,,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix
1998,13,spa,50.4372,5.97139,Belgium,1998-08-30,,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix
1998,14,monza,45.6156,9.28111,Italy,1998-09-13,,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix
1998,15,nurburgring,50.3356,6.9475,Germany,1998-09-27,,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix
1998,16,suzuka,34.8431,136.541,Japan,1998-11-01,,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix
1999,1,albert_park,-37.8497,144.968,Australia,1999-03-07,,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix
1999,2,interlagos,-23.7036,-46.6997,Brazil,1999-04-11,,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix
1999,3,imola,44.3439,11.7167,Italy,1999-05-02,,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix
