season,round,circuit_id,date,url,driver,date_of_birth,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time
2019,7,villeneuve,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,16,15,13.0,0.0,10.0,13.0,0.0,9.0,1:12.230
2019,7,villeneuve,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,russell,1998-02-15,British,williams,18,16,0.0,0.0,19.0,0.0,0.0,10.0,1:13.617
2019,7,villeneuve,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,kubica,1984-12-07,Polish,williams,19,18,0.0,0.0,20.0,0.0,0.0,10.0,1:14.393
2019,7,villeneuve,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,13,19,7.0,0.0,14.0,16.0,0.0,7.0,1:12.193
2019,7,villeneuve,2019-06-09,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,norris,1999-11-13,British,mclaren,8,20,12.0,0.0,11.0,30.0,0.0,4.0,1:11.863
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,hamilton,1985-01-07,British,mercedes,1,1,162.0,5.0,1.0,295.0,7.0,1.0,1:28.319
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,2,133.0,2.0,2.0,295.0,7.0,1.0,1:28.605
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,3,3,72.0,0.0,5.0,172.0,0.0,2.0,1:28.965
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,4,4,88.0,0.0,4.0,124.0,0.0,3.0,1:29.409
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,vettel,1987-07-03,German,ferrari,7,5,100.0,0.0,3.0,172.0,0.0,2.0,1:29.799
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,6,6,18.0,0.0,7.0,30.0,0.0,4.0,1:29.522
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,12,7,13.0,0.0,11.0,13.0,0.0,9.0,1:30.533
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,hulkenberg,1987-08-19,German,renault,13,8,12.0,0.0,13.0,28.0,0.0,5.0,1:30.544
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,norris,1999-11-13,British,mclaren,5,9,12.0,0.0,12.0,30.0,0.0,4.0,1:29.418
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,gasly,1996-02-07,French,red_bull,9,10,36.0,0.0,6.0,124.0,0.0,3.0,1:30.184
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,ricciardo,1989-07-01,Australian,renault,8,11,16.0,0.0,8.0,28.0,0.0,5.0,1:29.918
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,perez,1990-01-26,Mexican,racing_point,14,12,13.0,0.0,10.0,19.0,0.0,6.0,1:30.738
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,17,13,6.0,0.0,16.0,19.0,0.0,6.0,1:31.726
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,19,14,10.0,0.0,14.0,17.0,0.0,7.0,1:31.564
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,11,15,7.0,0.0,15.0,17.0,0.0,7.0,1:30.461
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,10,16,0.0,0.0,18.0,13.0,0.0,9.0,1:33.420
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,15,17,14.0,0.0,9.0,16.0,0.0,8.0,1:31.440
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,kubica,1984-12-07,Polish,williams,18,18,0.0,0.0,20.0,0.0,0.0,10.0,1:33.205
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,russell,1998-02-15,British,williams,20,19,0.0,0.0,19.0,0.0,0.0,10.0,1:32.789
2019,8,ricard,2019-06-23,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,grosjean,1986-04-17,French,haas,16,20,2.0,0.0,17.0,16.0,0.0,8.0,1:31.626
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,2,1,100.0,0.0,4.0,137.0,0.0,3.0,1:03.439
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,2,87.0,0.0,5.0,198.0,0.0,2.0,1:03.003
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,3,151.0,2.0,2.0,338.0,8.0,1.0,1:03.537
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,vettel,1987-07-03,German,ferrari,9,4,111.0,0.0,3.0,198.0,0.0,2.0,
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,hamilton,1985-01-07,British,mercedes,4,5,187.0,6.0,1.0,338.0,8.0,1.0,1:03.262
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,norris,1999-11-13,British,mclaren,5,6,14.0,0.0,12.0,40.0,0.0,4.0,1:04.099
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,gasly,1996-02-07,French,red_bull,8,7,37.0,0.0,6.0,137.0,0.0,3.0,1:04.199
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,19,8,26.0,0.0,7.0,40.0,0.0,4.0,1:13.601
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,6,9,19.0,0.0,8.0,19.0,0.0,7.0,1:04.166
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,7,10,0.0,0.0,18.0,19.0,0.0,7.0,1:04.179
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,perez,1990-01-26,Mexican,racing_point,13,11,13.0,0.0,13.0,19.0,0.0,6.0,1:04.789
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,ricciardo,1989-07-01,Australian,renault,12,12,16.0,0.0,9.0,32.0,0.0,5.0,1:04.790
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,hulkenberg,1987-08-19,German,renault,15,13,16.0,0.0,10.0,32.0,0.0,5.0,1:04.516
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,14,14,6.0,0.0,16.0,19.0,0.0,6.0,1:04.832
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,18,15,7.0,0.0,15.0,17.0,0.0,8.0,1:04.665
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,grosjean,1986-04-17,French,haas,11,16,2.0,0.0,17.0,16.0,0.0,9.0,1:04.490
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,16,17,10.0,0.0,14.0,17.0,0.0,8.0,1:05.324
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,10,19,14.0,0.0,11.0,16.0,0.0,9.0,1:04.072
2019,9,red_bull_ring,2019-06-30,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,kubica,1984-12-07,Polish,williams,17,20,0.0,0.0,20.0,0.0,0.0,10.0,1:06.206
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,1,197.0,6.0,1.0,363.0,8.0,1.0,1:25.099
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,1,2,166.0,2.0,2.0,363.0,8.0,1.0,1:25.093
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,3,3,105.0,0.0,5.0,228.0,0.0,2.0,1:25.172
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,gasly,1996-02-07,French,red_bull,5,4,43.0,0.0,6.0,169.0,1.0,3.0,1:25.590
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,4,5,126.0,1.0,3.0,169.0,1.0,3.0,1:25.276
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,13,6,30.0,0.0,7.0,52.0,0.0,4.0,1:26.578
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,ricciardo,1989-07-01,Australian,renault,7,7,16.0,0.0,10.0,32.0,0.0,5.0,1:26.182
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,12,8,21.0,0.0,9.0,22.0,0.0,6.0,1:26.546
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,17,9,10.0,0.0,14.0,17.0,0.0,8.0,1:26.721
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,hulkenberg,1987-08-19,German,renault,10,10,16.0,0.0,11.0,32.0,0.0,5.0,1:26.386
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,norris,1999-11-13,British,mclaren,8,11,22.0,0.0,8.0,52.0,0.0,4.0,1:26.224
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,9,12,7.0,0.0,15.0,17.0,0.0,8.0,1:26.345
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,18,13,6.0,0.0,16.0,19.0,0.0,7.0,1:26.762
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,russell,1998-02-15,British,williams,19,14,0.0,0.0,19.0,0.0,0.0,10.0,1:27.789
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,kubica,1984-12-07,Polish,williams,20,15,0.0,0.0,20.0,0.0,0.0,10.0,1:28.257
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,vettel,1987-07-03,German,ferrari,6,16,123.0,0.0,4.0,228.0,0.0,2.0,1:25.787
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,perez,1990-01-26,Mexican,racing_point,15,17,13.0,0.0,13.0,19.0,0.0,7.0,1:26.928
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,11,18,1.0,0.0,18.0,22.0,0.0,6.0,1:26.519
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,grosjean,1986-04-17,French,haas,14,19,2.0,0.0,17.0,16.0,0.0,9.0,1:26.757
2019,10,silverstone,2019-07-14,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,16,20,14.0,0.0,12.0,16.0,0.0,9.0,1:26.662
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,2,1,136.0,1.0,3.0,191.0,1.0,3.0,1:12.113
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,vettel,1987-07-03,German,ferrari,20,2,123.0,0.0,4.0,243.0,0.0,2.0,
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,14,3,12.0,0.0,14.0,19.0,0.0,8.0,1:13.135
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,15,4,6.0,0.0,16.0,19.0,0.0,7.0,1:13.450
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,7,5,38.0,0.0,7.0,60.0,0.0,4.0,1:12.897
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,16,6,7.0,0.0,15.0,19.0,0.0,8.0,1:13.461
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,grosjean,1986-04-17,French,haas,6,7,2.0,0.0,17.0,16.0,0.0,9.0,1:12.851
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,12,8,14.0,0.0,12.0,16.0,0.0,9.0,1:12.789
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,hamilton,1985-01-07,British,mercedes,1,9,223.0,7.0,1.0,407.0,9.0,1.0,1:11.767
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,kubica,1984-12-07,Polish,williams,18,10,0.0,0.0,20.0,0.0,0.0,10.0,1:14.839
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,russell,1998-02-15,British,williams,17,11,0.0,0.0,19.0,0.0,0.0,10.0,1:14.721
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,5,12,25.0,0.0,8.0,26.0,0.0,6.0,1:12.538
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,11,13,1.0,0.0,18.0,26.0,0.0,6.0,1:12.786
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,gasly,1996-02-07,French,red_bull,4,14,55.0,0.0,6.0,191.0,1.0,3.0,1:12.522
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,15,184.0,2.0,2.0,407.0,9.0,1.0,1:12.129
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,hulkenberg,1987-08-19,German,renault,9,16,17.0,0.0,11.0,39.0,0.0,5.0,1:13.126
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,10,17,120.0,0.0,5.0,243.0,0.0,2.0,
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,norris,1999-11-13,British,mclaren,19,18,22.0,0.0,9.0,60.0,0.0,4.0,1:13.333
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,ricciardo,1989-07-01,Australian,renault,13,19,22.0,0.0,10.0,39.0,0.0,5.0,1:12.799
2019,11,hockenheimring,2019-07-28,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,perez,1990-01-26,Mexican,racing_point,8,20,13.0,0.0,13.0,19.0,0.0,7.0,1:13.065
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,hamilton,1985-01-07,British,mercedes,3,1,225.0,7.0,1.0,409.0,9.0,1.0,1:14.769
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,2,162.0,2.0,3.0,217.0,2.0,3.0,1:14.572
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,vettel,1987-07-03,German,ferrari,5,3,141.0,0.0,4.0,261.0,0.0,2.0,1:15.071
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,4,4,120.0,0.0,5.0,261.0,0.0,2.0,1:15.043
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,8,5,48.0,0.0,7.0,70.0,0.0,4.0,1:15.852
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,gasly,1996-02-07,French,red_bull,6,6,55.0,0.0,6.0,217.0,2.0,3.0,1:15.450
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,10,7,25.0,0.0,9.0,26.0,0.0,9.0,1:16.041
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,8,184.0,2.0,2.0,409.0,9.0,1.0,1:14.590
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,norris,1999-11-13,British,mclaren,7,9,22.0,0.0,10.0,70.0,0.0,4.0,1:15.800
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,albon,1996-03-23,Thai,toro_rosso,12,10,15.0,0.0,15.0,42.0,0.0,5.0,1:16.687
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,perez,1990-01-26,Mexican,racing_point,16,11,13.0,0.0,16.0,31.0,0.0,7.0,1:17.109
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,hulkenberg,1987-08-19,German,renault,11,12,17.0,0.0,14.0,39.0,0.0,6.0,1:16.565
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,14,13,18.0,0.0,13.0,26.0,0.0,8.0,1:17.081
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,ricciardo,1989-07-01,Australian,renault,20,14,22.0,0.0,11.0,39.0,0.0,6.0,1:17.257
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,13,15,27.0,0.0,8.0,42.0,0.0,5.0,1:16.692
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,russell,1998-02-15,British,williams,15,16,0.0,0.0,20.0,1.0,0.0,10.0,1:17.031
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,18,17,18.0,0.0,12.0,31.0,0.0,7.0,1:17.542
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,17,18,1.0,0.0,18.0,26.0,0.0,9.0,1:16.804
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,kubica,1984-12-07,Polish,williams,19,19,1.0,0.0,19.0,1.0,0.0,10.0,1:18.324
2019,12,hungaroring,2019-08-04,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,grosjean,1986-04-17,French,haas,9,20,8.0,0.0,17.0,26.0,0.0,8.0,1:16.013
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,1,132.0,0.0,5.0,288.0,0.0,2.0,1:42.519
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,hamilton,1985-01-07,British,mercedes,3,2,250.0,8.0,1.0,438.0,10.0,1.0,1:43.282
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,4,3,188.0,2.0,2.0,438.0,10.0,1.0,1:43.415
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,vettel,1987-07-03,German,ferrari,2,4,156.0,0.0,4.0,288.0,0.0,2.0,1:43.267
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,albon,1996-03-23,Thai,red_bull,17,5,16.0,0.0,15.0,244.0,2.0,3.0,1:45.799
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,perez,1990-01-26,Mexican,racing_point,7,6,13.0,0.0,16.0,31.0,0.0,8.0,1:44.706
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,kvyat,1994-04-26,Russian,toro_rosso,19,7,27.0,0.0,9.0,43.0,0.0,5.0,1:46.518
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,hulkenberg,1987-08-19,German,renault,12,8,17.0,0.0,14.0,39.0,0.0,6.0,1:44.542
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,gasly,1996-02-07,French,toro_rosso,13,9,63.0,0.0,6.0,43.0,0.0,5.0,1:46.435
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,16,10,18.0,0.0,12.0,31.0,0.0,8.0,1:45.047
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,norris,1999-11-13,British,mclaren,11,11,24.0,0.0,10.0,82.0,0.0,4.0,1:44.847
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,8,12,18.0,0.0,13.0,26.0,0.0,9.0,1:45.086
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,grosjean,1986-04-17,French,haas,9,13,8.0,0.0,17.0,26.0,0.0,9.0,1:44.797
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,ricciardo,1989-07-01,Australian,renault,10,14,22.0,0.0,11.0,39.0,0.0,6.0,1:44.257
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,russell,1998-02-15,British,williams,14,15,0.0,0.0,20.0,1.0,0.0,10.0,1:47.548
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,6,16,31.0,0.0,8.0,32.0,0.0,7.0,1:44.557
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,18,18,1.0,0.0,18.0,32.0,0.0,7.0,
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,15,19,58.0,0.0,7.0,82.0,0.0,4.0,1:46.507
2019,13,spa,2019-09-01,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,5,20,181.0,2.0,3.0,244.0,2.0,3.0,1:43.690
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,1,157.0,1.0,5.0,326.0,1.0,2.0,1:19.307
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,2,203.0,2.0,2.0,471.0,10.0,1.0,1:19.354
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,3,268.0,8.0,1.0,471.0,10.0,1.0,1:19.346
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,ricciardo,1989-07-01,Australian,renault,5,4,22.0,0.0,12.0,43.0,0.0,6.0,1:19.839
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,hulkenberg,1987-08-19,German,renault,6,5,21.0,0.0,14.0,43.0,0.0,6.0,1:20.049
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,albon,1996-03-23,Thai,red_bull,8,6,26.0,0.0,10.0,254.0,2.0,3.0,
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,perez,1990-01-26,Mexican,racing_point,18,7,21.0,0.0,13.0,40.0,0.0,7.0,1:21.291
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,19,8,181.0,2.0,3.0,254.0,2.0,3.0,
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,10,9,1.0,0.0,18.0,32.0,0.0,8.0,1:20.517
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,norris,1999-11-13,British,mclaren,16,10,24.0,0.0,11.0,82.0,0.0,4.0,1:21.068
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,gasly,1996-02-07,French,toro_rosso,17,11,65.0,0.0,6.0,51.0,0.0,5.0,1:21.125
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,9,12,19.0,0.0,15.0,40.0,0.0,7.0,
2019,14,monza,2019-09-08,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,vettel,1987-07-03,German,ferrari,4,13,169.0,0.0,4.0,326.0,1.0,2.0,1:19.457
