driver_name,fp_pos_1,fp_time_1,season,round,fp_pos_2,fp_time_2,fp_pos_3,fp_time_3,fl_pos,fl_time,initial_tyre,num_o_ps,qualifying_position,qualifying_time,sprint_position,sprint_laps,sprint_time,has_sprint,qualifying_sprint_position,qualifying_sprint_time,sprint_fl_pos,sprint_fl_time
felipe massa,14.0,87381.0,2015,10,10.0,85920.0,12.0,85094.0,6.0,86864.0,,4.0,8.0,83537.0,,,,,,,,
felipe nasr,15.0,87409.0,2015,10,14.0,86379.0,17.0,86060.0,15.0,88268.0,,4.0,18.0,84997.0,,,,,,,,
marcus ericsson,16.0,87732.0,2015,10,16.0,86831.0,18.0,86095.0,12.0,88004.0,,4.0,17.0,84843.0,,,,,,,,
pastor maldonado,17.0,88568.0,2015,10,13.0,86090.0,11.0,84953.0,9.0,87130.0,,4.0,14.0,84609.0,,,,,,,,
will stevens,18.0,89693.0,2015,10,18.0,89115.0,19.0,88757.0,19.0,89543.0,,4.0,20.0,87949.0,,,,,,,,
fabio leimer,19.0,90631.0,2015,10,,,,,,,,,,,,,,,,,,
jolyon palmer,20.0,,2015,10,,,,,,,,,,,,,,,,,,
romain grosjean,,,2015,10,15.0,86442.0,10.0,84941.0,14.0,88080.0,,4.0,10.0,84181.0,,,,,,,,
roberto merhi,,,2015,10,17.0,89113.0,20.0,88908.0,20.0,89868.0,,4.0,19.0,87416.0,,,,,,,,
nico rosberg,1.0,111082.0,2015,11,1.0,109385.0,2.0,109482.0,1.0,112416.0,S,2.0,2.0,107655.0,,,,,,,,
lewis hamilton,2.0,111324.0,2015,11,2.0,109687.0,1.0,108984.0,2.0,112504.0,S,2.0,1.0,107197.0,,,,,,,,
daniel ricciardo,3.0,111373.0,2015,11,3.0,110136.0,6.0,109930.0,16.0,116263.0,S,1.0,5.0,108639.0,,,,,,,,
kimi raikkonen,4.0,111478.0,2015,11,5.0,110461.0,4.0,109864.0,9.0,114517.0,S,2.0,16.0,,,,,,,,,
sebastian vettel,5.0,111866.0,2015,11,10.0,110940.0,3.0,109629.0,14.0,115316.0,S,1.0,8.0,108825.0,,,,,,,,
daniil kvyat,6.0,111960.0,2015,11,4.0,110399.0,7.0,109980.0,3.0,113032.0,S,2.0,12.0,109228.0,,,,,,,,
max verstappen,7.0,112158.0,2015,11,13.0,111117.0,13.0,110599.0,4.0,113276.0,S,3.0,18.0,,,,,,,,,
carlos sainz,8.0,112421.0,2015,11,12.0,111037.0,11.0,110552.0,11.0,114680.0,S,2.0,10.0,109771.0,,,,,,,,
sergio perez,9.0,112423.0,2015,11,11.0,110971.0,5.0,109866.0,13.0,114796.0,S,2.0,4.0,108599.0,,,,,,,,
valtteri bottas,10.0,112511.0,2015,11,14.0,111250.0,9.0,110179.0,10.0,114646.0,S,3.0,3.0,108537.0,,,,,,,,
pastor maldonado,11.0,112539.0,2015,11,15.0,111317.0,12.0,110585.0,,,S,,7.0,108754.0,,,,,,,,
nico hulkenberg,12.0,112614.0,2015,11,6.0,110461.0,8.0,110000.0,,,S,,11.0,109121.0,,,,,,,,
felipe nasr,13.0,112640.0,2015,11,9.0,110928.0,14.0,110690.0,6.0,113991.0,M,2.0,14.0,109952.0,,,,,,,,
felipe massa,14.0,112653.0,2015,11,16.0,111588.0,10.0,110447.0,8.0,114093.0,S,2.0,6.0,108685.0,,,,,,,,
marcus ericsson,15.0,113426.0,2015,11,8.0,110709.0,15.0,111054.0,7.0,114022.0,S,2.0,13.0,109586.0,,,,,,,,
fernando alonso,16.0,113502.0,2015,11,18.0,112570.0,20.0,,5.0,113692.0,M,3.0,20.0,111420.0,,,,,,,,
jolyon palmer,17.0,113799.0,2015,11,,,,,,,nan,,,,,,,,,,,
jenson button,18.0,114225.0,2015,11,17.0,111854.0,17.0,111981.0,15.0,115533.0,M,3.0,19.0,110978.0,,,,,,,,
will stevens,19.0,115501.0,2015,11,19.0,114065.0,18.0,114262.0,17.0,118150.0,S,2.0,15.0,112948.0,,,,,,,,
roberto merhi,20.0,116086.0,2015,11,20.0,114253.0,19.0,114281.0,18.0,118174.0,S,2.0,17.0,113099.0,,,,,,,,
romain grosjean,,,2015,11,7.0,110489.0,16.0,111187.0,12.0,114779.0,S,2.0,9.0,108561.0,,,,,,,,
lewis hamilton,1.0,84670.0,2015,12,1.0,84279.0,1.0,84544.0,1.0,86672.0,S,1.0,1.0,83397.0,,,,,,,,
nico rosberg,2.0,85133.0,2015,12,2.0,84300.0,3.0,84843.0,2.0,87067.0,S,1.0,4.0,83703.0,,,,,,,,
sebastian vettel,3.0,86258.0,2015,12,3.0,85038.0,2.0,84808.0,3.0,87376.0,S,1.0,3.0,83685.0,,,,,,,,
nico hulkenberg,4.0,86612.0,2015,12,5.0,85325.0,12.0,86141.0,14.0,88913.0,S,1.0,9.0,85317.0,,,,,,,,
sergio perez,5.0,86730.0,2015,12,4.0,85278.0,8.0,85515.0,10.0,88140.0,S,1.0,7.0,84626.0,,,,,,,,
kimi raikkonen,6.0,86783.0,2015,12,6.0,85380.0,7.0,85244.0,7.0,87584.0,S,1.0,2.0,83631.0,,,,,,,,
daniel ricciardo,7.0,86922.0,2015,12,13.0,86222.0,20.0,89900.0,9.0,88065.0,M,1.0,19.0,,,,,,,,,
felipe massa,8.0,86936.0,2015,12,10.0,85891.0,5.0,85165.0,8.0,87874.0,S,1.0,5.0,83940.0,,,,,,,,
valtteri bottas,9.0,87075.0,2015,12,9.0,85647.0,4.0,84946.0,6.0,87525.0,S,1.0,6.0,84127.0,,,,,,,,
pastor maldonado,10.0,87118.0,2015,12,8.0,85513.0,6.0,85242.0,,,S,,10.0,84525.0,,,,,,,,
felipe nasr,11.0,87232.0,2015,12,11.0,86114.0,11.0,85912.0,13.0,88653.0,S,2.0,11.0,84898.0,,,,,,,,
daniil kvyat,12.0,87275.0,2015,12,20.0,88723.0,17.0,88591.0,11.0,88231.0,M,1.0,18.0,85796.0,,,,,,,,
marcus ericsson,13.0,87454.0,2015,12,12.0,86133.0,9.0,85692.0,12.0,88516.0,S,1.0,12.0,86214.0,,,,,,,,
max verstappen,14.0,87591.0,2015,12,14.0,86454.0,16.0,88215.0,4.0,87390.0,S,3.0,20.0,,,,,,,,,
jolyon palmer,15.0,87669.0,2015,12,,,,,,,nan,,,,,,,,,,,
carlos sainz,16.0,87907.0,2015,12,15.0,86641.0,18.0,88628.0,5.0,87510.0,M,2.0,17.0,85618.0,,,,,,,,
fernando alonso,17.0,88023.0,2015,12,16.0,86966.0,13.0,86632.0,15.0,89285.0,M,2.0,16.0,86154.0,,,,,,,,
jenson button,18.0,88423.0,2015,12,19.0,88471.0,14.0,86750.0,16.0,89766.0,S,1.0,15.0,86058.0,,,,,,,,
will stevens,19.0,89853.0,2015,12,17.0,88201.0,15.0,88123.0,17.0,91098.0,S,1.0,13.0,87731.0,,,,,,,,
roberto merhi,20.0,89911.0,2015,12,18.0,88439.0,19.0,89117.0,18.0,91311.0,S,1.0,14.0,87912.0,,,,,,,,
romain grosjean,,,2015,12,7.0,85497.0,10.0,85747.0,,,S,,8.0,85054.0,,,,,,,,
nico rosberg,1.0,107995.0,2015,13,7.0,106781.0,6.0,107223.0,7.0,110934.0,SS,2.0,6.0,105415.0,,,,,,,,
lewis hamilton,2.0,108314.0,2015,13,4.0,106479.0,5.0,106802.0,14.0,112505.0,SS,2.0,5.0,105300.0,,,,,,,,
daniel ricciardo,3.0,108331.0,2015,13,3.0,106256.0,4.0,106359.0,1.0,110041.0,SS,2.0,2.0,104428.0,,,,,,,,
sebastian vettel,4.0,108494.0,2015,13,5.0,106487.0,1.0,105682.0,2.0,110069.0,SS,2.0,1.0,103885.0,,,,,,,,
kimi raikkonen,5.0,108785.0,2015,13,2.0,106181.0,2.0,106132.0,5.0,110341.0,SS,2.0,3.0,104667.0,,,,,,,,
valtteri bottas,6.0,109380.0,2015,13,17.0,108118.0,11.0,107587.0,10.0,111342.0,SS,2.0,7.0,105676.0,,,,,,,,
max verstappen,7.0,109466.0,2015,13,10.0,107427.0,9.0,107464.0,4.0,110298.0,SS,2.0,8.0,105798.0,,,,,,,,
nico hulkenberg,8.0,109854.0,2015,13,9.0,107294.0,12.0,107640.0,18.0,113868.0,SS,1.0,11.0,106305.0,,,,,,,,
carlos sainz,9.0,110019.0,2015,13,15.0,108012.0,8.0,107301.0,6.0,110401.0,SS,3.0,14.0,106894.0,,,,,,,,
pastor maldonado,10.0,110068.0,2015,13,18.0,110094.0,15.0,107817.0,3.0,110175.0,SS,3.0,18.0,107323.0,,,,,,,,
fernando alonso,11.0,110123.0,2015,13,8.0,106959.0,7.0,107237.0,16.0,113325.0,SS,2.0,12.0,106328.0,,,,,,,,
sergio perez,12.0,110125.0,2015,13,6.0,106659.0,16.0,108002.0,12.0,111970.0,SS,2.0,13.0,106385.0,,,,,,,,
felipe nasr,13.0,110158.0,2015,13,12.0,107755.0,18.0,108932.0,15.0,112566.0,SS,2.0,16.0,106965.0,,,,,,,,
romain grosjean,14.0,110341.0,2015,13,16.0,108096.0,17.0,108116.0,13.0,112353.0,SS,3.0,10.0,106413.0,,,,,,,,
jenson button,15.0,110455.0,2015,13,14.0,107888.0,13.0,107715.0,9.0,111167.0,SS,4.0,15.0,107019.0,,,,,,,,
marcus ericsson,16.0,110883.0,2015,13,13.0,107795.0,10.0,107568.0,11.0,111594.0,SS,3.0,17.0,107088.0,,,,,,,,
felipe massa,17.0,111035.0,2015,13,11.0,107684.0,14.0,107733.0,17.0,113666.0,SS,4.0,9.0,106077.0,,,,,,,,
daniil kvyat,18.0,111188.0,2015,13,1.0,106142.0,3.0,106167.0,8.0,111109.0,SS,2.0,4.0,104745.0,,,,,,,,
will stevens,19.0,113903.0,2015,13,20.0,119932.0,20.0,115293.0,20.0,115890.0,SS,2.0,19.0,111021.0,,,,,,,,
alexander rossi,20.0,113918.0,2015,13,19.0,116739.0,19.0,112588.0,19.0,115312.0,SS,2.0,20.0,111523.0,,,,,,,,
carlos sainz,1.0,109434.0,2015,14,7.0,110418.0,10.0,95963.0,13.0,98686.0,M,2.0,10.0,94453.0,,,,,,,,
daniil kvyat,2.0,109938.0,2015,14,1.0,108277.0,14.0,96294.0,10.0,98366.0,M,3.0,20.0,,,,,,,,,
nico rosberg,3.0,110077.0,2015,14,2.0,108300.0,1.0,93995.0,2.0,97147.0,M,2.0,1.0,92584.0,,,,,,,,
sebastian vettel,4.0,110519.0,2015,14,5.0,110268.0,8.0,95222.0,3.0,97906.0,M,2.0,4.0,93245.0,,,,,,,,
lewis hamilton,5.0,110722.0,2015,14,3.0,108853.0,2.0,94292.0,1.0,96145.0,M,2.0,2.0,92660.0,,,,,,,,
max verstappen,6.0,110940.0,2015,14,8.0,110542.0,7.0,95160.0,7.0,98237.0,M,2.0,17.0,,,,,,,,,
kimi raikkonen,7.0,111212.0,2015,14,6.0,110319.0,6.0,95082.0,4.0,98035.0,M,2.0,6.0,93347.0,,,,,,,,
felipe massa,8.0,112288.0,2015,14,16.0,112765.0,5.0,94934.0,12.0,98595.0,M,3.0,5.0,93337.0,,,,,,,,
marcus ericsson,9.0,113820.0,2015,14,13.0,111934.0,13.0,96199.0,15.0,99343.0,M,2.0,15.0,95673.0,,,,,,,,
valtteri bottas,10.0,113964.0,2015,14,,,4.0,94797.0,8.0,98241.0,M,2.0,3.0,93024.0,,,,,,,,
felipe nasr,11.0,114013.0,2015,14,9.0,110968.0,18.0,96919.0,17.0,100088.0,M,3.0,16.0,95760.0,,,,,,,,
jenson button,12.0,115678.0,2015,14,12.0,111861.0,12.0,96174.0,18.0,100121.0,H,2.0,14.0,95664.0,,,,,,,,
daniel ricciardo,13.0,,2015,14,4.0,109097.0,3.0,94497.0,14.0,98898.0,M,2.0,7.0,93497.0,,,,,,,,
nico hulkenberg,14.0,,2015,14,11.0,111674.0,11.0,96110.0,9.0,98331.0,M,2.0,13.0,94390.0,,,,,,,,
sergio perez,15.0,,2015,14,14.0,112070.0,17.0,96430.0,11.0,98591.0,M,3.0,9.0,,,,,,,,,
fernando alonso,16.0,,2015,14,17.0,115239.0,16.0,96360.0,16.0,99614.0,M,2.0,12.0,94785.0,,,,,,,,
pastor maldonado,17.0,,2015,14,10.0,111557.0,15.0,96307.0,5.0,98136.0,M,2.0,11.0,94497.0,,,,,,,,
jolyon palmer,18.0,,2015,14,,,,,,,nan,,,,,,,,,,,
will stevens,19.0,,2015,14,18.0,118059.0,19.0,99653.0,19.0,101452.0,M,3.0,18.0,98783.0,,,,,,,,
alexander rossi,20.0,,2015,14,19.0,119419.0,20.0,99819.0,20.0,101467.0,M,2.0,19.0,107114.0,,,,,,,,
romain grosjean,,,2015,14,15.0,112534.0,9.0,95602.0,6.0,98167.0,M,2.0,8.0,93967.0,,,,,,,,
nico hulkenberg,1.0,104355.0,2015,15,13.0,,6.0,99917.0,,,SS,,6.0,98659.0,,,,,,,,
nico rosberg,2.0,104407.0,2015,15,9.0,,1.0,98561.0,14.0,103133.0,SS,1.0,1.0,97113.0,,,,,,,,
sebastian vettel,3.0,104986.0,2015,15,2.0,120659.0,16.0,102686.0,1.0,100071.0,SS,1.0,4.0,97965.0,,,,,,,,
sergio perez,4.0,105146.0,2015,15,12.0,,4.0,99616.0,9.0,101772.0,SS,1.0,7.0,98691.0,,,,,,,,
daniel ricciardo,5.0,105233.0,2015,15,14.0,,18.0,103347.0,10.0,101888.0,SS,1.0,10.0,99728.0,,,,,,,,
carlos sainz,6.0,105488.0,2015,15,7.0,122805.0,15.0,102683.0,11.0,102258.0,SS,1.0,20.0,,,,,,,,,
lewis hamilton,7.0,105691.0,2015,15,11.0,,3.0,99363.0,3.0,100573.0,SS,1.0,2.0,97433.0,,,,,,,,
valtteri bottas,8.0,105746.0,2015,15,3.0,120688.0,2.0,99287.0,5.0,101134.0,SS,1.0,3.0,97912.0,,,,,,,,
max verstappen,9.0,106203.0,2015,15,4.0,120806.0,17.0,103089.0,12.0,102639.0,SS,2.0,9.0,98924.0,,,,,,,,
kimi raikkonen,10.0,106215.0,2015,15,,,12.0,102297.0,2.0,100294.0,SS,1.0,5.0,98348.0,,,,,,,,
jenson button,11.0,106231.0,2015,15,8.0,122845.0,7.0,100581.0,13.0,103068.0,SS,1.0,13.0,99763.0,,,,,,,,
felipe massa,12.0,106333.0,2015,15,1.0,120458.0,5.0,99875.0,4.0,100881.0,S,1.0,15.0,99895.0,,,,,,,,
felipe nasr,13.0,106747.0,2015,15,,,10.0,101229.0,7.0,101507.0,SS,1.0,12.0,99323.0,,,,,,,,
fernando alonso,14.0,107443.0,2015,15,5.0,121077.0,9.0,101200.0,15.0,103265.0,S,1.0,19.0,100144.0,,,,,,,,
pastor maldonado,15.0,108006.0,2015,15,,,8.0,100767.0,8.0,101520.0,S,1.0,14.0,99811.0,,,,,,,,
daniil kvyat,16.0,108096.0,2015,15,6.0,121418.0,11.0,101358.0,6.0,101372.0,SS,1.0,11.0,99214.0,,,,,,,,
jolyon palmer,17.0,109094.0,2015,15,,,,,,,nan,,,,,,,,,,,
roberto merhi,18.0,112994.0,2015,15,,,19.0,106767.0,17.0,105049.0,SS,1.0,18.0,103804.0,,,,,,,,
marcus ericsson,19.0,114272.0,2015,15,10.0,,14.0,102450.0,,,S,,16.0,100660.0,,,,,,,,
will stevens,20.0,118254.0,2015,15,,,20.0,107249.0,16.0,104926.0,SS,2.0,17.0,103693.0,,,,,,,,
romain grosjean,,,2015,15,,,13.0,102371.0,18.0,105266.0,SS,1.0,8.0,98787.0,,,,,,,,
nico rosberg,1.0,113989.0,2015,16,,,9.0,121474.0,1.0,100666.0,I,2.0,1.0,116824.0,,,,,,,,
daniil kvyat,2.0,115224.0,2015,16,,,6.0,120694.0,10.0,103728.0,I,2.0,4.0,118434.0,,,,,,,,
daniel ricciardo,3.0,115592.0,2015,16,,,8.0,121008.0,4.0,101980.0,I,3.0,3.0,117969.0,,,,,,,,
carlos sainz,4.0,115667.0,2015,16,,,5.0,120687.0,5.0,102660.0,I,3.0,20.0,127304.0,,,,,,,,
lewis hamilton,5.0,115693.0,2015,16,,,1.0,119517.0,2.0,100738.0,I,2.0,2.0,116929.0,,,,,,,,
sebastian vettel,6.0,115710.0,2015,16,,,2.0,120380.0,3.0,101330.0,I,3.0,13.0,118596.0,,,,,,,,
max verstappen,7.0,115969.0,2015,16,,,20.0,129994.0,9.0,103172.0,I,2.0,8.0,120199.0,,,,,,,,
kimi raikkonen,8.0,116326.0,2015,16,,,7.0,120785.0,14.0,106186.0,I,3.0,18.0,119703.0,,,,,,,,
fernando alonso,9.0,116839.0,2015,16,,,14.0,123375.0,11.0,104323.0,I,3.0,9.0,120265.0,,,,,,,,
valtteri bottas,10.0,116866.0,2015,16,,,4.0,120523.0,19.0,151939.0,I,3.0,16.0,120334.0,,,,,,,,
felipe massa,11.0,117081.0,2015,16,,,10.0,122199.0,17.0,108231.0,I,2.0,7.0,119999.0,,,,,,,,
sergio perez,12.0,117139.0,2015,16,,,11.0,122660.0,7.0,103010.0,I,2.0,5.0,119210.0,,,,,,,,
jenson button,13.0,117495.0,2015,16,,,16.0,125283.0,8.0,103026.0,I,3.0,11.0,121193.0,,,,,,,,
nico hulkenberg,14.0,117518.0,2015,16,,,3.0,120496.0,13.0,105095.0,I,2.0,6.0,119333.0,,,,,,,,
romain grosjean,15.0,118319.0,2015,16,,,12.0,122825.0,18.0,119612.0,I,3.0,10.0,120595.0,,,,,,,,
raffaele marciello,16.0,119431.0,2015,16,,,,,,,nan,,,,,,,,,,,
marcus ericsson,17.0,119743.0,2015,16,,,15.0,124399.0,15.0,107381.0,I,2.0,14.0,122212.0,,,,,,,,
alexander rossi,18.0,121154.0,2015,16,,,18.0,125607.0,16.0,108173.0,I,3.0,17.0,124176.0,,,,,,,,
will stevens,19.0,121907.0,2015,16,,,17.0,125378.0,,,I,1.0,19.0,124526.0,,,,,,,,
pastor maldonado,20.0,,2015,16,,,13.0,122921.0,6.0,102849.0,I,3.0,12.0,121604.0,,,,,,,,
felipe nasr,,,2015,16,,,19.0,126792.0,12.0,104407.0,I,5.0,15.0,123194.0,,,,,,,,
max verstappen,1.0,85990.0,2015,17,,,11.0,82039.0,10.0,82603.0,,2.0,8.0,80710.0,,,,,,,,
daniil kvyat,2.0,86295.0,2015,17,2.0,81776.0,5.0,81530.0,3.0,81549.0,,2.0,4.0,80398.0,,,,,,,,
kimi raikkonen,3.0,86295.0,2015,17,6.0,82399.0,17.0,84648.0,17.0,84054.0,,,19.0,82494.0,,,,,,,,
sebastian vettel,4.0,86886.0,2015,17,5.0,81984.0,4.0,81294.0,6.0,81847.0,,2.0,3.0,79850.0,,,,,,,,
daniel ricciardo,5.0,87185.0,2015,17,3.0,81868.0,3.0,81201.0,5.0,81625.0,,2.0,5.0,80399.0,,,,,,,,
nico rosberg,6.0,87196.0,2015,17,1.0,81531.0,1.0,81083.0,,,,2.0,1.0,79480.0,,,,,,,,
valtteri bottas,7.0,87303.0,2015,17,7.0,82721.0,7.0,81772.0,4.0,81585.0,,2.0,6.0,80448.0,,,,,,,,
carlos sainz,8.0,87410.0,2015,17,13.0,83364.0,8.0,81775.0,8.0,82172.0,,3.0,11.0,80942.0,,,,,,,,
sergio perez,9.0,87581.0,2015,17,15.0,83597.0,6.0,81603.0,12.0,82757.0,,1.0,9.0,80716.0,,,,,,,,
felipe massa,10.0,87695.0,2015,17,10.0,83289.0,9.0,81945.0,7.0,82009.0,,2.0,7.0,80567.0,,,,,,,,
lewis hamilton,11.0,87723.0,2015,17,4.0,81961.0,2.0,81097.0,2.0,80723.0,,2.0,2.0,79668.0,,,,,,,,
marcus ericsson,12.0,88498.0,2015,17,17.0,84533.0,14.0,82871.0,11.0,82716.0,,3.0,14.0,81544.0,,,,,,,,
pastor maldonado,13.0,88559.0,2015,17,12.0,83363.0,12.0,82042.0,14.0,82963.0,,2.0,13.0,81261.0,,,,,,,,
felipe nasr,14.0,88579.0,2015,17,14.0,83430.0,16.0,83067.0,16.0,83350.0,,3.0,15.0,81788.0,,,,,,,,
jolyon palmer,15.0,88711.0,2015,17,,,,,,,,,,,,,,,,,,
nico hulkenberg,16.0,89099.0,2015,17,11.0,83290.0,10.0,82010.0,9.0,82391.0,,2.0,10.0,80788.0,,,,,,,,
fernando alonso,17.0,90072.0,2015,17,8.0,82993.0,15.0,83065.0,,,,1.0,18.0,81779.0,,,,,,,,
alexander rossi,18.0,90619.0,2015,17,18.0,85940.0,19.0,88176.0,18.0,85005.0,,2.0,16.0,84136.0,,,,,,,,
jenson button,19.0,92091.0,2015,17,9.0,83109.0,20.0,89336.0,15.0,83006.0,,2.0,20.0,,,,,,,,,
will stevens,20.0,92866.0,2015,17,19.0,86968.0,18.0,85654.0,19.0,85540.0,,2.0,17.0,84386.0,,,,,,,,
romain grosjean,,,2015,17,16.0,83614.0,13.0,82184.0,13.0,82893.0,,2.0,12.0,81038.0,,,,,,,,
lewis hamilton,1.0,73543.0,2015,18,2.0,72843.0,1.0,72070.0,1.0,74832.0,S,3.0,2.0,71360.0,,,,,,,,
nico rosberg,2.0,74062.0,2015,18,1.0,72385.0,2.0,72193.0,2.0,74957.0,S,3.0,1.0,71282.0,,,,,,,,
sebastian vettel,3.0,74168.0,2015,18,3.0,73345.0,3.0,72760.0,3.0,75046.0,S,3.0,3.0,71804.0,,,,,,,,
daniel ricciardo,4.0,74449.0,2015,18,5.0,73585.0,11.0,73572.0,11.0,76313.0,S,3.0,19.0,72417.0,,,,,,,,
kimi raikkonen,5.0,74549.0,2015,18,4.0,73500.0,4.0,73096.0,4.0,75416.0,S,2.0,4.0,72144.0,,,,,,,,
daniil kvyat,6.0,74696.0,2015,18,9.0,73848.0,13.0,73829.0,14.0,76500.0,S,2.0,6.0,72322.0,,,,,,,,
valtteri bottas,7.0,74886.0,2015,18,6.0,73603.0,5.0,73335.0,10.0,76039.0,S,2.0,7.0,72085.0,,,,,,,,
max verstappen,8.0,74960.0,2015,18,14.0,74226.0,10.0,73548.0,9.0,75972.0,S,3.0,9.0,72739.0,,,,,,,,
nico hulkenberg,9.0,75174.0,2015,18,8.0,73710.0,6.0,73345.0,16.0,76774.0,S,2.0,5.0,72265.0,,,,,,,,
pastor maldonado,10.0,75192.0,2015,18,12.0,74124.0,9.0,73534.0,13.0,76354.0,M,2.0,15.0,73385.0,,,,,,,,
carlos sainz,11.0,75314.0,2015,18,15.0,74326.0,15.0,73959.0,,,M,,10.0,73045.0,,,,,,,,
jolyon palmer,12.0,75352.0,2015,18,,,,,,,nan,,,,,,,,,,,
jenson button,13.0,75379.0,2015,18,16.0,74644.0,18.0,74445.0,12.0,76321.0,S,3.0,16.0,73425.0,,,,,,,,
felipe nasr,14.0,75381.0,2015,18,13.0,74134.0,17.0,74288.0,17.0,76794.0,S,2.0,13.0,72989.0,,,,,,,,
sergio perez,15.0,75408.0,2015,18,11.0,74056.0,8.0,73506.0,8.0,75970.0,S,3.0,11.0,73147.0,,,,,,,,
fernando alonso,16.0,75413.0,2015,18,18.0,75129.0,14.0,73850.0,15.0,76519.0,S,3.0,20.0,,,,,,,,,
felipe massa,17.0,75469.0,2015,18,10.0,73870.0,12.0,73742.0,6.0,75743.0,S,3.0,8.0,72415.0,,,,,,,,
marcus ericsson,18.0,75798.0,2015,18,17.0,74772.0,16.0,74185.0,7.0,75789.0,S,3.0,12.0,73233.0,,,,,,,,
alexander rossi,19.0,77860.0,2015,18,20.0,76787.0,20.0,77059.0,18.0,78617.0,S,2.0,17.0,76151.0,,,,,,,,
will stevens,20.0,78090.0,2015,18,19.0,76501.0,19.0,76671.0,19.0,79098.0,S,2.0,18.0,76283.0,,,,,,,,
romain grosjean,,,2015,18,7.0,73634.0,7.0,73437.0,5.0,75739.0,S,3.0,14.0,73913.0,,,,,,,,
lewis hamilton,1.0,103754.0,2015,19,2.0,102121.0,2.0,102137.0,1.0,104517.0,SS,2.0,2.0,100614.0,,,,,,,,
nico rosberg,2.0,103895.0,2015,19,1.0,101983.0,1.0,101856.0,5.0,105356.0,SS,2.0,1.0,100237.0,,,,,,,,
kimi raikkonen,3.0,104500.0,2015,19,7.0,102849.0,5.0,102627.0,4.0,104942.0,SS,2.0,3.0,101051.0,,,,,,,,
daniil kvyat,4.0,104702.0,2015,19,6.0,102798.0,20.0,,13.0,106882.0,SS,2.0,9.0,101933.0,,,,,,,,
sebastian vettel,5.0,104742.0,2015,19,5.0,102717.0,3.0,102185.0,2.0,104550.0,S,2.0,15.0,102941.0,,,,,,,,
nico hulkenberg,6.0,104751.0,2015,19,8.0,102928.0,7.0,102859.0,16.0,107064.0,SS,2.0,7.0,101686.0,,,,,,,,
daniel ricciardo,7.0,104893.0,2015,19,4.0,102647.0,6.0,102726.0,9.0,106305.0,SS,2.0,5.0,101444.0,,,,,,,,
sergio perez,8.0,104934.0,2015,19,3.0,102610.0,4.0,102448.0,8.0,105892.0,SS,2.0,4.0,101184.0,,,,,,,,
pastor maldonado,9.0,105314.0,2015,19,10.0,103431.0,12.0,103680.0,,,SS,,13.0,102807.0,,,,,,,,
felipe massa,10.0,105433.0,2015,19,12.0,103506.0,8.0,103173.0,14.0,106984.0,SS,2.0,8.0,101759.0,,,,,,,,
valtteri bottas,11.0,105603.0,2015,19,11.0,103441.0,9.0,103239.0,11.0,106464.0,SS,3.0,6.0,101656.0,,,,,,,,
max verstappen,12.0,105718.0,2015,19,13.0,103662.0,14.0,103826.0,6.0,105746.0,SS,3.0,11.0,102521.0,,,,,,,,
jenson button,13.0,105773.0,2015,19,16.0,104050.0,11.0,103508.0,17.0,107509.0,SS,2.0,12.0,102668.0,,,,,,,,
fernando alonso,14.0,105865.0,2015,19,9.0,102955.0,16.0,104014.0,3.0,104796.0,SS,4.0,16.0,103187.0,,,,,,,,
felipe nasr,15.0,106115.0,2015,19,17.0,104116.0,13.0,103718.0,10.0,106424.0,SS,3.0,14.0,103614.0,,,,,,,,
carlos sainz,16.0,106220.0,2015,19,14.0,103854.0,10.0,103429.0,15.0,106998.0,SS,2.0,10.0,102708.0,,,,,,,,
marcus ericsson,17.0,106407.0,2015,19,18.0,105245.0,17.0,104325.0,12.0,106517.0,S,2.0,17.0,103838.0,,,,,,,,
jolyon palmer,18.0,106501.0,2015,19,,,,,,,nan,,,,,,,,,,,
will stevens,19.0,108836.0,2015,19,19.0,106450.0,18.0,107283.0,18.0,109610.0,S,2.0,20.0,106297.0,,,,,,,,
roberto merhi,20.0,109888.0,2015,19,20.0,107022.0,19.0,107520.0,19.0,111213.0,S,1.0,18.0,107434.0,,,,,,,,
romain grosjean,,,2015,19,15.0,103929.0,15.0,103928.0,7.0,105859.0,S,2.0,19.0,,,,,,,,,
lewis hamilton,1.0,89725.0,2016,1,1.0,98841.0,1.0,85624.0,4.0,90646.0,SS,2.0,1.0,83837.0,,,,,,,,
daniil kvyat,2.0,90146.0,2016,1,10.0,102411.0,13.0,87430.0,,,M,,18.0,88006.0,,,,,,,,
daniel ricciardo,3.0,90875.0,2016,1,4.0,99535.0,8.0,86768.0,1.0,88997.0,SS,3.0,8.0,85589.0,,,,,,,,
nico hulkenberg,4.0,91325.0,2016,1,2.0,99308.0,16.0,87988.0,16.0,92833.0,S,2.0,10.0,85865.0,,,,,,,,
max verstappen,5.0,91720.0,2016,1,22.0,,6.0,86701.0,6.0,91516.0,SS,3.0,5.0,85434.0,,,,,,,,
nico rosberg,6.0,91814.0,2016,1,15.0,107356.0,2.0,85800.0,3.0,90557.0,SS,2.0,2.0,84197.0,,,,,,,,
fernando alonso,7.0,93060.0,2016,1,6.0,99895.0,11.0,87263.0,11.0,92553.0,SS,1.0,11.0,86125.0,,,,,,,,
jenson button,8.0,93129.0,2016,1,7.0,100008.0,12.0,87341.0,8.0,91684.0,S,3.0,12.0,86304.0,,,,,,,,
